lon,lat,CLASS,geometry,index_right,pop_est,continent,name,iso_a3,gdp_md_est
-4.375,14.375,Des_Line,POINT (-4.375 14.375),52,19658031.0,Africa,Mali,MLI,17279
-4.125,14.375,Des_Line,POINT (-4.125 14.375),52,19658031.0,Africa,Mali,MLI,17279
-3.875,14.375,Des_Line,POINT (-3.875 14.375),52,19658031.0,Africa,Mali,MLI,17279
-3.625,14.375,Des_Line,POINT (-3.625 14.375),52,19658031.0,Africa,Mali,MLI,17279
-3.375,14.375,Des_Line,POINT (-3.375 14.375),52,19658031.0,Africa,Mali,MLI,17279
-3.125,14.375,Des_Line,POINT (-3.125 14.375),52,19658031.0,Africa,Mali,MLI,17279
-2.875,14.375,Des_Line,POINT (-2.875 14.375),52,19658031.0,Africa,Mali,MLI,17279
-2.625,14.375,Des_Line,POINT (-2.625 14.375),52,19658031.0,Africa,Mali,MLI,17279
-2.375,14.375,Des_Line,POINT (-2.375 14.375),52,19658031.0,Africa,Mali,MLI,17279
-2.125,14.375,Des_Line,POINT (-2.125 14.375),52,19658031.0,Africa,Mali,MLI,17279
0.375,14.375,Des_Line,POINT (0.375 14.375),55,23310715.0,Africa,Niger,NER,12911
0.625,14.375,Des_Line,POINT (0.625 14.375),55,23310715.0,Africa,Niger,NER,12911
0.875,14.375,Des_Line,POINT (0.875 14.375),55,23310715.0,Africa,Niger,NER,12911
3.875,14.375,Des_Line,POINT (3.875 14.375),55,23310715.0,Africa,Niger,NER,12911
4.125,14.375,Des_Line,POINT (4.125 14.375),55,23310715.0,Africa,Niger,NER,12911
19.375,14.375,Des_Line,POINT (19.375 14.375),15,15946876.0,Africa,Chad,TCD,11314
19.625,14.375,Des_Line,POINT (19.625 14.375),15,15946876.0,Africa,Chad,TCD,11314
19.875,14.375,Des_Line,POINT (19.875 14.375),15,15946876.0,Africa,Chad,TCD,11314
22.625,14.375,Des_Line,POINT (22.625 14.375),14,42813238.0,Africa,Sudan,SDN,30513
22.875,14.375,Des_Line,POINT (22.875 14.375),14,42813238.0,Africa,Sudan,SDN,30513
40.125,14.375,Des_Line,POINT (40.125 14.375),165,112078730.0,Africa,Ethiopia,ETH,95912
1.125,14.125,Des_Line,POINT (1.125 14.125),55,23310715.0,Africa,Niger,NER,12911
1.375,14.125,Des_Line,POINT (1.375 14.125),55,23310715.0,Africa,Niger,NER,12911
1.625,14.125,Des_Line,POINT (1.625 14.125),55,23310715.0,Africa,Niger,NER,12911
1.875,14.125,Des_Line,POINT (1.875 14.125),55,23310715.0,Africa,Niger,NER,12911
2.125,14.125,Des_Line,POINT (2.125 14.125),55,23310715.0,Africa,Niger,NER,12911
2.375,14.125,Des_Line,POINT (2.375 14.125),55,23310715.0,Africa,Niger,NER,12911
2.625,14.125,Des_Line,POINT (2.625 14.125),55,23310715.0,Africa,Niger,NER,12911
2.875,14.125,Des_Line,POINT (2.875 14.125),55,23310715.0,Africa,Niger,NER,12911
3.125,14.125,Des_Line,POINT (3.125 14.125),55,23310715.0,Africa,Niger,NER,12911
3.375,14.125,Des_Line,POINT (3.375 14.125),55,23310715.0,Africa,Niger,NER,12911
3.625,14.125,Des_Line,POINT (3.625 14.125),55,23310715.0,Africa,Niger,NER,12911
4.375,14.125,Des_Line,POINT (4.375 14.125),55,23310715.0,Africa,Niger,NER,12911
4.625,14.125,Des_Line,POINT (4.625 14.125),55,23310715.0,Africa,Niger,NER,12911
4.875,14.125,Des_Line,POINT (4.875 14.125),55,23310715.0,Africa,Niger,NER,12911
5.125,14.125,Des_Line,POINT (5.125 14.125),55,23310715.0,Africa,Niger,NER,12911
5.375,14.125,Des_Line,POINT (5.375 14.125),55,23310715.0,Africa,Niger,NER,12911
5.625,14.125,Des_Line,POINT (5.625 14.125),55,23310715.0,Africa,Niger,NER,12911
5.875,14.125,Des_Line,POINT (5.875 14.125),55,23310715.0,Africa,Niger,NER,12911
6.125,14.125,Des_Line,POINT (6.125 14.125),55,23310715.0,Africa,Niger,NER,12911
6.375,14.125,Des_Line,POINT (6.375 14.125),55,23310715.0,Africa,Niger,NER,12911
6.625,14.125,Des_Line,POINT (6.625 14.125),55,23310715.0,Africa,Niger,NER,12911
6.875,14.125,Des_Line,POINT (6.875 14.125),55,23310715.0,Africa,Niger,NER,12911
7.125,14.125,Des_Line,POINT (7.125 14.125),55,23310715.0,Africa,Niger,NER,12911
7.375,14.125,Des_Line,POINT (7.375 14.125),55,23310715.0,Africa,Niger,NER,12911
7.625,14.125,Des_Line,POINT (7.625 14.125),55,23310715.0,Africa,Niger,NER,12911
7.875,14.125,Des_Line,POINT (7.875 14.125),55,23310715.0,Africa,Niger,NER,12911
8.125,14.125,Des_Line,POINT (8.125 14.125),55,23310715.0,Africa,Niger,NER,12911
8.375,14.125,Des_Line,POINT (8.375 14.125),55,23310715.0,Africa,Niger,NER,12911
8.625,14.125,Des_Line,POINT (8.625 14.125),55,23310715.0,Africa,Niger,NER,12911
18.625,14.125,Des_Line,POINT (18.625 14.125),15,15946876.0,Africa,Chad,TCD,11314
18.875,14.125,Des_Line,POINT (18.875 14.125),15,15946876.0,Africa,Chad,TCD,11314
19.125,14.125,Des_Line,POINT (19.125 14.125),15,15946876.0,Africa,Chad,TCD,11314
22.875,14.125,Des_Line,POINT (22.875 14.125),14,42813238.0,Africa,Sudan,SDN,30513
23.125,14.125,Des_Line,POINT (23.125 14.125),14,42813238.0,Africa,Sudan,SDN,30513
37.125,14.125,Des_Line,POINT (37.125 14.125),165,112078730.0,Africa,Ethiopia,ETH,95912
37.375,14.125,Des_Line,POINT (37.375 14.125),165,112078730.0,Africa,Ethiopia,ETH,95912
8.875,13.875,Des_Line,POINT (8.875 13.875),55,23310715.0,Africa,Niger,NER,12911
9.125,13.875,Des_Line,POINT (9.125 13.875),55,23310715.0,Africa,Niger,NER,12911
9.375,13.875,Des_Line,POINT (9.375 13.875),55,23310715.0,Africa,Niger,NER,12911
9.625,13.875,Des_Line,POINT (9.625 13.875),55,23310715.0,Africa,Niger,NER,12911
18.125,13.875,Des_Line,POINT (18.125 13.875),15,15946876.0,Africa,Chad,TCD,11314
18.375,13.875,Des_Line,POINT (18.375 13.875),15,15946876.0,Africa,Chad,TCD,11314
23.375,13.875,Des_Line,POINT (23.375 13.875),14,42813238.0,Africa,Sudan,SDN,30513
23.625,13.875,Des_Line,POINT (23.625 13.875),14,42813238.0,Africa,Sudan,SDN,30513
34.875,13.875,Des_Line,POINT (34.875 13.875),14,42813238.0,Africa,Sudan,SDN,30513
35.125,13.875,Des_Line,POINT (35.125 13.875),14,42813238.0,Africa,Sudan,SDN,30513
35.375,13.875,Des_Line,POINT (35.375 13.875),14,42813238.0,Africa,Sudan,SDN,30513
35.625,13.875,Des_Line,POINT (35.625 13.875),14,42813238.0,Africa,Sudan,SDN,30513
35.875,13.875,Des_Line,POINT (35.875 13.875),14,42813238.0,Africa,Sudan,SDN,30513
36.875,13.875,Des_Line,POINT (36.875 13.875),165,112078730.0,Africa,Ethiopia,ETH,95912
37.125,13.875,Des_Line,POINT (37.125 13.875),165,112078730.0,Africa,Ethiopia,ETH,95912
9.875,13.625,Des_Line,POINT (9.875 13.625),55,23310715.0,Africa,Niger,NER,12911
10.125,13.625,Des_Line,POINT (10.125 13.625),55,23310715.0,Africa,Niger,NER,12911
10.375,13.625,Des_Line,POINT (10.375 13.625),55,23310715.0,Africa,Niger,NER,12911
10.625,13.625,Des_Line,POINT (10.625 13.625),55,23310715.0,Africa,Niger,NER,12911
17.375,13.625,Des_Line,POINT (17.375 13.625),15,15946876.0,Africa,Chad,TCD,11314
17.625,13.625,Des_Line,POINT (17.625 13.625),15,15946876.0,Africa,Chad,TCD,11314
17.875,13.625,Des_Line,POINT (17.875 13.625),15,15946876.0,Africa,Chad,TCD,11314
23.625,13.625,Des_Line,POINT (23.625 13.625),14,42813238.0,Africa,Sudan,SDN,30513
23.875,13.625,Des_Line,POINT (23.875 13.625),14,42813238.0,Africa,Sudan,SDN,30513
34.625,13.625,Des_Line,POINT (34.625 13.625),14,42813238.0,Africa,Sudan,SDN,30513
34.875,13.625,Des_Line,POINT (34.875 13.625),14,42813238.0,Africa,Sudan,SDN,30513
35.875,13.625,Des_Line,POINT (35.875 13.625),14,42813238.0,Africa,Sudan,SDN,30513
36.125,13.625,Des_Line,POINT (36.125 13.625),14,42813238.0,Africa,Sudan,SDN,30513
36.375,13.625,Des_Line,POINT (36.375 13.625),165,112078730.0,Africa,Ethiopia,ETH,95912
36.625,13.625,Des_Line,POINT (36.625 13.625),165,112078730.0,Africa,Ethiopia,ETH,95912
36.875,13.625,Des_Line,POINT (36.875 13.625),165,112078730.0,Africa,Ethiopia,ETH,95912
10.875,13.375,Des_Line,POINT (10.875 13.375),55,23310715.0,Africa,Niger,NER,12911
11.125,13.375,Des_Line,POINT (11.125 13.375),55,23310715.0,Africa,Niger,NER,12911
11.375,13.375,Des_Line,POINT (11.375 13.375),55,23310715.0,Africa,Niger,NER,12911
11.625,13.375,Des_Line,POINT (11.625 13.375),55,23310715.0,Africa,Niger,NER,12911
13.375,13.375,Des_Line,POINT (13.375 13.375),56,200963599.0,Africa,Nigeria,NGA,448120
13.625,13.375,Des_Line,POINT (13.625 13.375),55,23310715.0,Africa,Niger,NER,12911
13.875,13.375,Des_Line,POINT (13.875 13.375),55,23310715.0,Africa,Niger,NER,12911
14.125,13.375,Des_Line,POINT (14.125 13.375),15,15946876.0,Africa,Chad,TCD,11314
14.375,13.375,Des_Line,POINT (14.375 13.375),15,15946876.0,Africa,Chad,TCD,11314
14.625,13.375,Des_Line,POINT (14.625 13.375),15,15946876.0,Africa,Chad,TCD,11314
14.875,13.375,Des_Line,POINT (14.875 13.375),15,15946876.0,Africa,Chad,TCD,11314
15.125,13.375,Des_Line,POINT (15.125 13.375),15,15946876.0,Africa,Chad,TCD,11314
15.375,13.375,Des_Line,POINT (15.375 13.375),15,15946876.0,Africa,Chad,TCD,11314
15.625,13.375,Des_Line,POINT (15.625 13.375),15,15946876.0,Africa,Chad,TCD,11314
15.875,13.375,Des_Line,POINT (15.875 13.375),15,15946876.0,Africa,Chad,TCD,11314
16.125,13.375,Des_Line,POINT (16.125 13.375),15,15946876.0,Africa,Chad,TCD,11314
16.375,13.375,Des_Line,POINT (16.375 13.375),15,15946876.0,Africa,Chad,TCD,11314
16.625,13.375,Des_Line,POINT (16.625 13.375),15,15946876.0,Africa,Chad,TCD,11314
16.875,13.375,Des_Line,POINT (16.875 13.375),15,15946876.0,Africa,Chad,TCD,11314
17.125,13.375,Des_Line,POINT (17.125 13.375),15,15946876.0,Africa,Chad,TCD,11314
23.875,13.375,Des_Line,POINT (23.875 13.375),14,42813238.0,Africa,Sudan,SDN,30513
24.125,13.375,Des_Line,POINT (24.125 13.375),14,42813238.0,Africa,Sudan,SDN,30513
34.125,13.375,Des_Line,POINT (34.125 13.375),14,42813238.0,Africa,Sudan,SDN,30513
34.375,13.375,Des_Line,POINT (34.375 13.375),14,42813238.0,Africa,Sudan,SDN,30513
11.875,13.125,Des_Line,POINT (11.875 13.125),56,200963599.0,Africa,Nigeria,NGA,448120
12.125,13.125,Des_Line,POINT (12.125 13.125),55,23310715.0,Africa,Niger,NER,12911
12.375,13.125,Des_Line,POINT (12.375 13.125),55,23310715.0,Africa,Niger,NER,12911
12.625,13.125,Des_Line,POINT (12.625 13.125),56,200963599.0,Africa,Nigeria,NGA,448120
12.875,13.125,Des_Line,POINT (12.875 13.125),56,200963599.0,Africa,Nigeria,NGA,448120
13.125,13.125,Des_Line,POINT (13.125 13.125),56,200963599.0,Africa,Nigeria,NGA,448120
24.125,13.125,Des_Line,POINT (24.125 13.125),14,42813238.0,Africa,Sudan,SDN,30513
24.375,13.125,Des_Line,POINT (24.375 13.125),14,42813238.0,Africa,Sudan,SDN,30513
33.875,13.125,Des_Line,POINT (33.875 13.125),14,42813238.0,Africa,Sudan,SDN,30513
34.125,13.125,Des_Line,POINT (34.125 13.125),14,42813238.0,Africa,Sudan,SDN,30513
24.375,12.875,Des_Line,POINT (24.375 12.875),14,42813238.0,Africa,Sudan,SDN,30513
33.125,12.875,Des_Line,POINT (33.125 12.875),14,42813238.0,Africa,Sudan,SDN,30513
33.375,12.875,Des_Line,POINT (33.375 12.875),14,42813238.0,Africa,Sudan,SDN,30513
33.625,12.875,Des_Line,POINT (33.625 12.875),14,42813238.0,Africa,Sudan,SDN,30513
24.375,12.625,Des_Line,POINT (24.375 12.625),14,42813238.0,Africa,Sudan,SDN,30513
31.625,12.625,Des_Line,POINT (31.625 12.625),14,42813238.0,Africa,Sudan,SDN,30513
31.875,12.625,Des_Line,POINT (31.875 12.625),14,42813238.0,Africa,Sudan,SDN,30513
32.125,12.625,Des_Line,POINT (32.125 12.625),14,42813238.0,Africa,Sudan,SDN,30513
32.375,12.625,Des_Line,POINT (32.375 12.625),14,42813238.0,Africa,Sudan,SDN,30513
32.625,12.625,Des_Line,POINT (32.625 12.625),14,42813238.0,Africa,Sudan,SDN,30513
32.875,12.625,Des_Line,POINT (32.875 12.625),14,42813238.0,Africa,Sudan,SDN,30513
24.375,12.375,Des_Line,POINT (24.375 12.375),14,42813238.0,Africa,Sudan,SDN,30513
30.625,12.375,Des_Line,POINT (30.625 12.375),14,42813238.0,Africa,Sudan,SDN,30513
30.875,12.375,Des_Line,POINT (30.875 12.375),14,42813238.0,Africa,Sudan,SDN,30513
31.125,12.375,Des_Line,POINT (31.125 12.375),14,42813238.0,Africa,Sudan,SDN,30513
31.375,12.375,Des_Line,POINT (31.375 12.375),14,42813238.0,Africa,Sudan,SDN,30513
24.375,12.125,Des_Line,POINT (24.375 12.125),14,42813238.0,Africa,Sudan,SDN,30513
30.125,12.125,Des_Line,POINT (30.125 12.125),14,42813238.0,Africa,Sudan,SDN,30513
30.375,12.125,Des_Line,POINT (30.375 12.125),14,42813238.0,Africa,Sudan,SDN,30513
24.375,11.875,Des_Line,POINT (24.375 11.875),14,42813238.0,Africa,Sudan,SDN,30513
24.625,11.875,Des_Line,POINT (24.625 11.875),14,42813238.0,Africa,Sudan,SDN,30513
24.875,11.875,Des_Line,POINT (24.875 11.875),14,42813238.0,Africa,Sudan,SDN,30513
25.125,11.875,Des_Line,POINT (25.125 11.875),14,42813238.0,Africa,Sudan,SDN,30513
25.375,11.875,Des_Line,POINT (25.375 11.875),14,42813238.0,Africa,Sudan,SDN,30513
25.625,11.875,Des_Line,POINT (25.625 11.875),14,42813238.0,Africa,Sudan,SDN,30513
29.625,11.875,Des_Line,POINT (29.625 11.875),14,42813238.0,Africa,Sudan,SDN,30513
29.875,11.875,Des_Line,POINT (29.875 11.875),14,42813238.0,Africa,Sudan,SDN,30513
25.875,11.625,Des_Line,POINT (25.875 11.625),14,42813238.0,Africa,Sudan,SDN,30513
26.125,11.625,Des_Line,POINT (26.125 11.625),14,42813238.0,Africa,Sudan,SDN,30513
26.375,11.625,Des_Line,POINT (26.375 11.625),14,42813238.0,Africa,Sudan,SDN,30513
26.625,11.625,Des_Line,POINT (26.625 11.625),14,42813238.0,Africa,Sudan,SDN,30513
26.875,11.625,Des_Line,POINT (26.875 11.625),14,42813238.0,Africa,Sudan,SDN,30513
29.375,11.625,Des_Line,POINT (29.375 11.625),14,42813238.0,Africa,Sudan,SDN,30513
29.625,11.625,Des_Line,POINT (29.625 11.625),14,42813238.0,Africa,Sudan,SDN,30513
27.125,11.375,Des_Line,POINT (27.125 11.375),14,42813238.0,Africa,Sudan,SDN,30513
27.375,11.375,Des_Line,POINT (27.375 11.375),14,42813238.0,Africa,Sudan,SDN,30513
27.625,11.375,Des_Line,POINT (27.625 11.375),14,42813238.0,Africa,Sudan,SDN,30513
27.875,11.375,Des_Line,POINT (27.875 11.375),14,42813238.0,Africa,Sudan,SDN,30513
28.125,11.375,Des_Line,POINT (28.125 11.375),14,42813238.0,Africa,Sudan,SDN,30513
28.375,11.375,Des_Line,POINT (28.375 11.375),14,42813238.0,Africa,Sudan,SDN,30513
28.625,11.375,Des_Line,POINT (28.625 11.375),14,42813238.0,Africa,Sudan,SDN,30513
28.875,11.375,Des_Line,POINT (28.875 11.375),14,42813238.0,Africa,Sudan,SDN,30513
29.125,11.375,Des_Line,POINT (29.125 11.375),14,42813238.0,Africa,Sudan,SDN,30513
41.875,10.875,Des_Line,POINT (41.875 10.875),165,112078730.0,Africa,Ethiopia,ETH,95912
42.125,10.875,Des_Line,POINT (42.125 10.875),165,112078730.0,Africa,Ethiopia,ETH,95912
42.125,10.625,Des_Line,POINT (42.125 10.625),165,112078730.0,Africa,Ethiopia,ETH,95912
42.375,10.625,Des_Line,POINT (42.375 10.625),165,112078730.0,Africa,Ethiopia,ETH,95912
42.625,10.375,Des_Line,POINT (42.625 10.375),165,112078730.0,Africa,Ethiopia,ETH,95912
43.875,8.875,Des_Line,POINT (43.875 8.875),165,112078730.0,Africa,Ethiopia,ETH,95912
42.375,8.625,Des_Line,POINT (42.375 8.625),165,112078730.0,Africa,Ethiopia,ETH,95912
42.625,8.625,Des_Line,POINT (42.625 8.625),165,112078730.0,Africa,Ethiopia,ETH,95912
42.875,8.625,Des_Line,POINT (42.875 8.625),165,112078730.0,Africa,Ethiopia,ETH,95912
43.125,8.625,Des_Line,POINT (43.125 8.625),165,112078730.0,Africa,Ethiopia,ETH,95912
44.125,8.625,Des_Line,POINT (44.125 8.625),165,112078730.0,Africa,Ethiopia,ETH,95912
42.375,8.375,Des_Line,POINT (42.375 8.375),165,112078730.0,Africa,Ethiopia,ETH,95912
43.125,8.375,Des_Line,POINT (43.125 8.375),165,112078730.0,Africa,Ethiopia,ETH,95912
43.375,8.375,Des_Line,POINT (43.375 8.375),165,112078730.0,Africa,Ethiopia,ETH,95912
43.625,8.375,Des_Line,POINT (43.625 8.375),165,112078730.0,Africa,Ethiopia,ETH,95912
44.125,8.375,Des_Line,POINT (44.125 8.375),165,112078730.0,Africa,Ethiopia,ETH,95912
42.125,8.125,Des_Line,POINT (42.125 8.125),165,112078730.0,Africa,Ethiopia,ETH,95912
43.625,8.125,Des_Line,POINT (43.625 8.125),165,112078730.0,Africa,Ethiopia,ETH,95912
44.125,8.125,Des_Line,POINT (44.125 8.125),165,112078730.0,Africa,Ethiopia,ETH,95912
42.125,7.875,Des_Line,POINT (42.125 7.875),165,112078730.0,Africa,Ethiopia,ETH,95912
43.625,7.875,Des_Line,POINT (43.625 7.875),165,112078730.0,Africa,Ethiopia,ETH,95912
43.875,7.875,Des_Line,POINT (43.875 7.875),165,112078730.0,Africa,Ethiopia,ETH,95912
44.125,7.875,Des_Line,POINT (44.125 7.875),165,112078730.0,Africa,Ethiopia,ETH,95912
42.125,7.625,Des_Line,POINT (42.125 7.625),165,112078730.0,Africa,Ethiopia,ETH,95912
41.875,7.375,Des_Line,POINT (41.875 7.375),165,112078730.0,Africa,Ethiopia,ETH,95912
41.875,7.125,Des_Line,POINT (41.875 7.125),165,112078730.0,Africa,Ethiopia,ETH,95912
41.875,6.875,Des_Line,POINT (41.875 6.875),165,112078730.0,Africa,Ethiopia,ETH,95912
41.875,6.625,Des_Line,POINT (41.875 6.625),165,112078730.0,Africa,Ethiopia,ETH,95912
41.875,6.375,Des_Line,POINT (41.875 6.375),165,112078730.0,Africa,Ethiopia,ETH,95912
41.875,6.125,Des_Line,POINT (41.875 6.125),165,112078730.0,Africa,Ethiopia,ETH,95912
41.875,5.875,Des_Line,POINT (41.875 5.875),165,112078730.0,Africa,Ethiopia,ETH,95912
41.875,5.625,Des_Line,POINT (41.875 5.625),165,112078730.0,Africa,Ethiopia,ETH,95912
41.625,5.375,Des_Line,POINT (41.625 5.375),165,112078730.0,Africa,Ethiopia,ETH,95912
41.625,5.125,Des_Line,POINT (41.625 5.125),165,112078730.0,Africa,Ethiopia,ETH,95912
41.625,4.875,Des_Line,POINT (41.625 4.875),165,112078730.0,Africa,Ethiopia,ETH,95912
41.875,4.625,Des_Line,POINT (41.875 4.625),165,112078730.0,Africa,Ethiopia,ETH,95912
41.875,4.375,Des_Line,POINT (41.875 4.375),165,112078730.0,Africa,Ethiopia,ETH,95912
41.875,4.125,Des_Line,POINT (41.875 4.125),165,112078730.0,Africa,Ethiopia,ETH,95912
39.125,14.625,Non_Line,POINT (39.125 14.625),165,112078730.0,Africa,Ethiopia,ETH,95912
38.875,14.375,Non_Line,POINT (38.875 14.375),165,112078730.0,Africa,Ethiopia,ETH,95912
39.125,14.375,Non_Line,POINT (39.125 14.375),165,112078730.0,Africa,Ethiopia,ETH,95912
39.625,14.375,Non_Line,POINT (39.625 14.375),165,112078730.0,Africa,Ethiopia,ETH,95912
38.875,14.125,Non_Line,POINT (38.875 14.125),165,112078730.0,Africa,Ethiopia,ETH,95912
